,row_id,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,correct_answer,part,tags,tag,type_of
161,161,301102167,5382,615,0,65,3,1,25000.0,True,3.0,2,148 32 38 81,,
162,162,379256737,5382,8954,0,66,0,1,20000.0,True,0.0,5,53,,
163,163,379325234,5382,4236,0,67,0,0,49000.0,True,2.0,5,134,,
164,164,379467131,5382,5199,0,68,1,1,19000.0,True,1.0,5,180,,
165,165,379854591,5382,8487,0,69,0,1,25000.0,True,0.0,5,72,,
166,166,380157865,5382,8830,0,70,0,1,57000.0,True,0.0,5,73,,
167,167,389232541,5382,10686,0,71,0,1,27000.0,True,0.0,2,62 137 142 38 29,,
168,168,389302522,5382,796,0,72,0,1,22000.0,True,0.0,2,90 100 38 102,,
169,169,389365144,5382,401,0,73,3,1,18000.0,True,3.0,2,143 140 62 38 92,,
170,170,389430039,5382,1181,0,74,1,1,17000.0,True,1.0,2,17 56 162 81 92,,
171,171,389482764,5382,294,0,75,3,1,19000.0,True,3.0,2,155 119 38 81,,
172,172,389538873,5382,438,0,76,3,1,16000.0,True,3.0,2,137 142 92 102,,
173,173,389627946,5382,1334,0,77,1,0,19000.0,True,0.0,2,143 20 92 102,,
174,174,389723230,5382,209,0,78,3,0,20000.0,True,1.0,2,100 148 38 102,,
175,175,389792498,5382,10687,0,79,1,1,18000.0,True,1.0,2,62 137 142 81 92,,
176,176,389881333,5382,996,0,80,0,1,17000.0,True,0.0,2,137 142 162 38 92,,
177,177,389964165,5382,901,0,81,1,1,19000.0,True,1.0,2,62 17 56 38 29,,
178,178,390022375,5382,261,0,82,1,1,19000.0,True,1.0,2,137 88 81 92,,
179,179,390096159,5382,446,0,83,1,1,18000.0,True,1.0,2,69 17 56 38 92,,
180,180,390240565,5382,379,0,84,0,1,17000.0,True,0.0,2,148 32 38 102,,
181,181,390366323,5382,828,0,85,3,1,19000.0,True,3.0,2,143 105 38 29,,
182,182,390436564,5382,451,0,86,3,1,16000.0,True,3.0,2,143 20 38 92,,
183,183,390658171,5382,6438,0,87,3,1,17000.0,True,3.0,5,45,,
184,184,390853366,5382,5339,0,88,0,0,16000.0,True,2.0,5,58,,
185,185,391025631,5382,5412,0,89,2,1,90000.0,True,2.0,5,152,,
186,186,391148886,5382,9179,0,90,0,1,48000.0,True,0.0,5,89,,
187,187,391226794,5382,5165,0,91,2,0,34000.0,True,0.0,5,180,,
188,188,391362080,5382,4108,0,92,0,1,33000.0,True,0.0,5,23,,
189,189,391606583,5382,4848,0,93,3,0,38000.0,True,0.0,5,8,,
190,190,391833189,5382,5239,0,94,1,1,90000.0,True,1.0,5,80,,
191,191,392014440,5382,3961,0,95,0,1,62000.0,True,0.0,5,174,,
192,192,392314491,5382,5253,0,96,3,1,51000.0,True,3.0,5,45,,
193,193,392541506,5382,3759,0,97,1,0,93000.0,True,2.0,5,109,,
194,194,392698670,5382,8700,0,98,0,0,35000.0,True,3.0,5,53,,
195,195,392955694,5382,4141,0,99,0,1,61000.0,True,0.0,5,49,,
196,196,393440639,5382,4244,0,100,1,0,48000.0,True,3.0,5,170,,
197,197,393649120,5382,3633,0,101,2,1,201000.0,True,2.0,5,95,,
198,198,393751288,5382,8962,0,102,3,0,21000.0,True,2.0,5,1,,
199,199,510896898,5382,4103,0,103,0,0,41000.0,True,1.0,5,43,,
200,200,553597450,5382,6078,0,105,0,1,22000.0,True,0.0,5,95,,
201,201,553688832,5382,5673,0,106,3,0,24000.0,True,0.0,5,47,,
202,202,553766282,5382,8841,0,107,3,0,23000.0,True,1.0,5,73,,
203,203,553865698,5382,5442,0,108,0,1,24000.0,True,0.0,5,133,,
204,204,553943645,5382,4664,0,109,3,1,43000.0,True,3.0,5,34,,
205,205,564341012,5382,4258,0,110,1,0,5000.0,True,2.0,5,34,,
206,206,564730040,5382,4198,0,111,3,1,72000.0,True,3.0,5,109,,
207,207,564828342,5382,4993,0,112,1,1,39000.0,True,1.0,5,73,,
208,208,564908751,5382,5706,0,113,0,1,43000.0,True,0.0,5,127,,
209,209,565009457,5382,5328,0,114,2,1,21000.0,True,2.0,5,166,,
210,210,640474247,5382,8632,0,115,1,0,48000.0,True,0.0,5,124,,
211,211,728049839,5382,10577,0,116,3,1,38000.0,True,3.0,1,131 99 81,,
212,212,1424348597,5382,30207,1,104,-1,-1,0.0,False,,5,,43.0,concept
213,213,1424403923,5382,3859,0,117,2,1,25000.0,True,2.0,5,43,,
214,214,1424798930,5382,4103,0,118,1,1,20000.0,True,1.0,5,43,,
215,215,1425221045,5382,4447,0,119,1,1,38000.0,True,1.0,5,47,,
216,216,1425557777,5382,18545,1,121,-1,-1,0.0,False,,5,,58.0,concept
217,217,1426538779,5382,5339,0,122,2,1,33000.0,True,2.0,5,58,,
218,218,1426602813,5382,6106,0,120,0,0,26000.0,True,2.0,5,58,,
219,219,1427679906,5382,6106,0,123,2,1,54000.0,True,2.0,5,58,,
220,220,1427994924,5382,6372,0,124,0,1,20000.0,True,0.0,5,53,,
221,221,1428158383,5382,8699,0,125,3,0,20000.0,True,1.0,5,73,,
222,222,1428427610,5382,4728,0,126,1,0,20000.0,True,0.0,5,125,,
223,223,2101551456,5382,4070,0,127,3,0,22000.0,True,1.0,5,134,,
224,224,0,8623,3915,0,0,3,1,0.0,False,3.0,5,96,,
225,225,38769,8623,4750,0,1,1,1,16000.0,False,1.0,5,8,,
226,226,72859,8623,6456,0,2,2,1,33000.0,False,2.0,5,48,,
227,227,116541,8623,3968,0,3,2,1,30000.0,False,2.0,5,1,,
228,228,155537,8623,6104,0,4,1,1,40000.0,False,1.0,5,53,,
229,229,189115,8623,5738,0,5,2,1,35000.0,False,2.0,5,8,,
230,230,221413,8623,6435,0,6,2,1,30000.0,False,2.0,5,28,,
231,231,239970,8623,5498,0,7,0,0,29000.0,False,2.0,5,89,,
232,232,262253,8623,6102,0,8,0,0,15000.0,False,2.0,5,133,,
233,233,280194,8623,4078,0,9,0,1,19000.0,False,0.0,5,53,,
234,234,321604,8623,4536,0,10,3,1,14000.0,False,3.0,5,96,,
235,235,47236962,8623,1291,0,11,0,0,38000.0,False,3.0,2,143 176 38 102,,
236,236,47291440,8623,1131,0,12,1,0,21000.0,True,0.0,2,143 20 38 29,,
237,237,47334923,8623,1145,0,13,3,1,17000.0,True,3.0,2,138 41 38 81,,
238,238,47374931,8623,10686,0,14,0,1,16000.0,True,0.0,2,62 137 142 38 29,,
239,239,47450352,8623,405,0,15,0,0,21000.0,True,1.0,2,17 56 38 92,,
240,240,142332792,8623,6058,0,17,1,1,23000.0,True,1.0,5,128,,
241,241,142362149,8623,4519,0,18,0,1,11000.0,True,0.0,5,75,,
242,242,144338711,8623,5216,0,19,2,1,13000.0,True,2.0,5,26,,
243,243,146310830,8623,8712,0,20,0,0,17000.0,True,1.0,5,55,,
244,244,147759459,8623,5791,0,21,3,0,12000.0,True,2.0,5,91,,
245,245,148961640,8623,6119,0,22,2,1,57000.0,True,2.0,5,54,,
246,246,150147747,8623,3903,0,23,2,1,19000.0,True,2.0,5,89,,
247,247,157930643,8623,8172,0,24,1,0,5000.0,True,3.0,5,73,,
248,248,165717598,8623,5615,0,25,3,1,12000.0,True,3.0,5,15,,
249,249,165754889,8623,6136,0,26,3,1,12000.0,True,3.0,5,48,,
250,250,165804752,8623,1071,0,16,1,1,22000.0,True,1.0,2,129 143 30 38 81,,
251,251,165881302,8623,731,0,27,1,0,16000.0,True,3.0,2,148 32 38 102,,
252,252,165943404,8623,10687,0,28,1,1,20000.0,True,1.0,2,62 137 142 81 92,,
253,253,165985008,8623,651,0,29,1,0,11000.0,True,3.0,2,90 100 81 92,,
254,254,166032041,8623,335,0,30,0,1,18000.0,True,0.0,2,2 107 162 92 29,,
255,255,166126225,8623,763,0,31,3,0,18000.0,True,0.0,2,129 143 30 38 92,,
256,256,166493764,8623,294,0,32,3,1,46000.0,True,3.0,2,155 119 38 81,,
257,257,166539113,8623,1265,0,33,0,1,20000.0,True,0.0,2,90 88 81 29,,
258,258,166638438,8623,675,0,34,0,0,22000.0,True,3.0,2,90 100 81 92,,
259,259,166731370,8623,1202,0,35,1,1,20000.0,True,1.0,2,143 62 20 92 102,,
260,260,166772396,8623,10684,0,36,0,1,18000.0,True,0.0,2,62 137 142 92 29,,
261,261,171886802,8623,556,0,37,1,1,22000.0,True,1.0,2,138 41 38 92,,
262,262,171931665,8623,757,0,38,3,1,21000.0,True,3.0,2,62 155 119 81 92,,
263,263,171993864,8623,1093,0,39,3,0,17000.0,True,0.0,2,143 114 92 102,,
264,264,172041830,8623,10688,0,40,1,0,16000.0,True,0.0,2,62 137 142 81 92,,
265,265,172087052,8623,675,0,41,3,1,18000.0,True,3.0,2,90 100 81 92,,
266,266,172110923,8623,651,0,42,3,1,17000.0,True,3.0,2,90 100 81 92,,
267,267,320281387,8623,7747,0,43,2,1,17000.0,True,2.0,7,97 0 146 63 122,,
268,268,320281387,8623,7748,0,43,1,1,17000.0,True,1.0,7,97 0 146 63 122,,
269,269,320281387,8623,7745,0,43,2,1,17000.0,True,2.0,7,118 0 146 63 122,,
270,270,320281387,8623,7744,0,43,3,1,17000.0,True,3.0,7,97 0 146 63 122,,
271,271,320281387,8623,7746,0,43,0,1,17000.0,True,0.0,7,97 0 146 63 122,,
272,272,331424277,8623,7193,0,44,0,0,77000.0,True,1.0,7,98 84 39 135 162,,
273,273,331424277,8623,7190,0,44,0,0,77000.0,True,2.0,7,98 84 76 135 162,,
274,274,331424277,8623,7192,0,44,1,0,77000.0,True,2.0,7,98 84 145 135 162,,
275,275,331424277,8623,7194,0,44,2,0,77000.0,True,3.0,7,98 84 97 135 162,,
276,276,331424277,8623,7191,0,44,1,1,77000.0,True,1.0,7,98 84 97 135 162,,
277,277,342655255,8623,7425,0,45,3,0,58400.0,True,0.0,7,118 42 46 135,,
278,278,342655255,8623,7424,0,45,2,0,58400.0,True,1.0,7,145 42 46 135,,
279,279,342655255,8623,7422,0,45,1,1,58400.0,True,1.0,7,97 42 46 135,,
280,280,342655255,8623,7421,0,45,0,0,58400.0,True,2.0,7,76 42 46 135,,
281,281,342655255,8623,7423,0,45,0,0,58400.0,True,3.0,7,39 42 46 135,,
282,282,405185132,8623,39,0,46,3,0,74600.0,True,0.0,1,10 94 38,,
283,283,405221449,8623,130,0,47,1,0,23000.0,True,3.0,1,131 99 38,,
284,284,405263916,8623,7942,0,48,0,1,11000.0,True,0.0,1,131 40 38,,
285,285,405297009,8623,10618,0,49,3,1,22000.0,True,3.0,1,131 5 29,,
286,286,405345104,8623,64,0,50,1,0,24000.0,True,0.0,1,131 111 92,,
287,287,405393099,8623,61,0,51,1,0,32000.0,True,3.0,1,10 164 102,,
288,288,405438225,8623,18,0,52,1,1,23000.0,True,1.0,1,61 110 92,,
289,289,405472251,8623,10595,0,53,2,1,25000.0,True,2.0,1,131 68 92,,
290,290,405560264,8623,7964,0,54,2,0,23000.0,True,0.0,1,61 110 102,,
291,291,405607308,8623,7913,0,55,3,1,27000.0,True,3.0,1,10 70 162 92,,
292,292,405637093,8623,194,0,56,3,1,25000.0,True,3.0,1,61 110 102,,
293,293,405669194,8623,10405,0,57,2,0,21000.0,True,0.0,1,131 5 81,,
294,294,405705993,8623,7974,0,58,1,1,21000.0,True,1.0,1,61 110 81,,
295,295,405813029,8623,10540,1,59,-1,-1,0.0,False,,1,,99.0,concept
296,296,405835386,8623,130,0,60,3,1,27000.0,True,3.0,1,131 99 38,,
297,297,405874671,8623,7965,0,61,0,1,18000.0,True,0.0,1,131 130 162 38,,
298,298,406123488,8623,7920,0,62,3,0,20000.0,True,1.0,1,9 10 81,,
299,299,406145291,8623,10440,0,63,0,1,22000.0,True,0.0,1,51 131 92,,
300,300,406185018,8623,7934,0,64,3,1,13000.0,True,3.0,1,9 10 81,,
301,301,406225895,8623,9,0,65,1,0,23000.0,True,3.0,1,10 164 81,,
302,302,406265768,8623,25843,1,66,-1,-1,0.0,False,,1,,164.0,concept
303,303,406338972,8623,3636,0,67,1,1,26000.0,False,1.0,5,132,,
304,304,406369397,8623,9192,0,68,0,1,10000.0,True,0.0,5,96,,
305,305,406479996,8623,5350,0,69,0,0,20000.0,True,2.0,5,179,,
306,306,406514975,8623,3965,0,70,0,0,95000.0,True,2.0,5,60,,
307,307,406547718,8623,3647,0,71,0,0,20000.0,True,1.0,5,55,,
308,308,406627145,8623,11415,0,72,2,0,13000.0,True,0.0,5,73,,
309,309,576848206,8623,5038,0,73,0,1,58000.0,True,0.0,5,151,,
310,310,576884337,8623,3878,0,74,0,0,18000.0,True,1.0,5,24,,
311,311,576911875,8623,4464,0,75,0,1,20000.0,True,0.0,5,180,,
312,312,576962461,8623,11331,0,76,1,1,13000.0,True,1.0,5,53,,
313,313,577045625,8623,762,0,77,3,1,37000.0,True,3.0,2,62 155 163 92 29,,
314,314,577089652,8623,773,0,78,1,1,19000.0,True,1.0,2,138 41 38 102,,
315,315,577143254,8623,1315,0,79,3,1,18000.0,True,3.0,2,2 107 62 29 102,,
316,316,577180951,8623,10685,0,80,0,1,17000.0,True,0.0,2,69 137 142 38 29,,
317,317,577204619,8623,831,0,81,1,1,17000.0,True,1.0,2,62 90 100 38 29,,
318,318,577230807,8623,1296,0,82,0,1,10000.0,True,0.0,2,143 105 38 102,,
319,319,577269307,8623,1369,0,83,3,0,14000.0,True,1.0,2,90 100 38 81,,
320,320,577317567,8623,644,0,84,1,1,15000.0,True,1.0,2,100 155 38 81,,
321,321,577345974,8623,660,0,85,3,1,16000.0,True,3.0,2,2 62 142 38 81,,
322,322,577388252,8623,587,0,86,3,0,18000.0,True,1.0,2,143 30 81 92,,
323,323,577424049,8623,29544,1,87,-1,-1,0.0,False,,2,,30.0,concept
324,324,577445737,8623,763,0,88,0,1,17000.0,True,0.0,2,129 143 30 38 92,,
325,325,577464311,8623,587,0,89,1,1,15000.0,True,1.0,2,143 30 81 92,,
326,326,861943036,8623,999,0,90,3,1,10000.0,True,3.0,2,143 176 81 92,,
327,327,861985569,8623,1100,0,91,0,1,16000.0,True,0.0,2,143 140 69 38 102,,
328,328,862013561,8623,412,0,92,3,1,16000.0,True,3.0,2,138 41 38 92,,
329,329,862058279,8623,560,0,93,3,0,17000.0,True,0.0,2,138 41 38 81,,
330,330,862101162,8623,1239,0,94,0,1,26000.0,True,0.0,2,69 2 88 38 102,,
